username,date,time,text,tweetID,placeID,daerah,lokasi,longitude,latitude,result
@atananta, 2018-01-09, 13:28, sebenernya bahasa yg bener itu sumbilangeun  dilep  pms atau kram perut sih kalo lagi sakit perut saat dapet? huh *semuanya jd penting saat lagi datang bulan*,9.50615E+17, 131a94429169cee5, Kota Bogor, Kota Bogor Jawa Barat,106.7929587,-6.5834135,sebenernya bahasa yg bener sumbilangeun dilep pms kram perut sih kalo sakit perut dapet huh jd
@Elokmn, 2018-01-09, 12:06, Mules dadakan wkwk,9.50595E+17, 399e79a7f42048e2, Sawangan, Sawangan Indonesia,106.7636601,-6.3928945,mules dada wkwk
@Occhafhellee, 2018-01-09, 10:18, Ketemu temen yg lg hamil d kantor. alhamdulillah gw baru ngelewatin masa mual mules muntah. Semangat para bumil. Jaga hati dan selalu kuat,9.50567E+17, 5fed4734389b9b2c, Nanggalo, Nanggalo Indonesia,100.3799105,-0.90564815,ketemu temen yg lg hamil d kantor alhamdulillah gw ngelewatin mual mules muntah semangat bumil jaga hati kuat
@indrinurinayati, 2018-01-09, 08:40, Apa yg salah sama itik yg lagi diare?,9.50543E+17, be11fe7b1a051110, Medan Baru, Medan Baru Indonesia,98.65497408,3.58216455,yg salah itik yg diare
@nurwahyunys, 2018-01-09, 07:51, Setiap mau ketemu sama dospem baeaannya mules  gimana coba kalau ma ketemu jodoh?! Diare kayaknya wkwkwk,9.5053E+17, 7f745661b459cbbd, Panakkukang, Panakkukang Indonesia,119.4728562,-5.15920965,ketemu dospem baeaannya mules gimana coba ma ketemu jodoh diare kayak wkwkwk
@tiwren, 2018-01-09, 06:59, gile kinap abis diare menjelang waktu mau ujian,9.50517E+17, 9b11deddbe010e5d, Mampang Prapatan, Mampang Prapatan Indonesia,106.829732,-6.2529575,gile kap abis diare jelang uji
@orepras, 2018-01-09, 20:11, Hari ini menyenangkan sekali. Ya bisa makan enak  ya Etherium nilainya naik  ya bisa kentut setelah seharian mules..,9.50717E+17, d74066a958870db1, Kebayoran Lama, Kebayoran Lama Indonesia,106.7856327,-6.249852,senang ya makan enak ya etherium nilai ya kentut hari mules
@YuliatinLia, 2018-01-10, 21:10, Hahahaha pak Rt bikin sakit perut   JODOHWASIATBAPAK433 @akangobet @SeriesANTV,9.51094E+17, 3cc53ab40905a970, Cicendo, Cicendo Indonesia,107.5857422,-6.9012881,hahahaha rt bikin sakit perut jodohwasiatbapak akangobet seriesantv
@alvianidesti, 2018-01-10, 18:52, Mules aja dah  bisa ditahan megang batu.,9.51059E+17, 67af0508137cbb0d, Gunung Putri, Gunung Putri Indonesia,106.9388827,-6.377322,mules aja dah tahan megang batu
@mochijwoos, 2018-01-10, 14:32, Btw baru inget belum makan dari pagi hm pantesan sakit perut hm,9.50994E+17, 408ad88ee0345f7d, Depok, Depok Indonesia,110.4082427,-7.76769565,btw inget makan pagi hm pantesan sakit perut hm
@SyaifulMohidin, 2018-01-10, 22:50, sakit perut ndah malam2 tok,9.51119E+17, 02a5a8983ca22b6b, Telukjambe, Telukjambe Indonesia,107.3380587,-6.391887,sakit perut ndah malam tok
@calledlisa, 2018-01-10, 20:17, Kalau baca judul tempat makan dengan kata lombok  sambal  sambel  cabe  cabai  geprek  pedas  hot  spicy  ... dan sejenisnya malah mules  bukan lapar.  #anticabai,9.51081E+17, f463bae55371d3bf, Purbalingga, Purbalingga Indonesia,109.3813615,-7.400508,baca judul makan lombok sambal sambel cabe cabai geprek pedas hot spicy jenis mules lapar anticabai
@adhitama_veri, 2018-01-10, 10:26, Tiada hari tanpa mules,9.50932E+17, 5b36eee86ae311f6, Tempel, Tempel Indonesia,110.3225613,-7.659918,tiada mules
@hilmyaa_, 2018-01-10, 11:21, 'Bila aku diare ibu selalu waspada pertolongan oralit selalu siap dirumah' -lirik lagu,9.50946E+17, 9fa1fb37738960a9, Pabean Cantikan, Pabean Cantikan Indonesia,112.7340192,-7.2230063,diare waspada tolong oralit rumah lirik lagu
@KayuagungRadio, 2018-01-10, 16:40, Cara Cepat Sembuhkan Diare  http://www.kayuagung.com/2017/12/cara-cepat-sembuhkan-diare.html …,9.51026E+17, 5121473bdca5dd94, Muara Bangka Hulu, Muara Bangka Hulu Indonesia,102.2989625,-3.770094,cepat sembuh diare
@Julissi_, 2018-01-10, 20:28, Ntn Lakinye si hesun nyanyi bikin mules ,9.51083E+17, 7c6372d4d321b256, Tamansari, Tamansari Indonesia,106.8239976,-6.14541935,ntn lakinye si hesun nyanyi bikin mules
@rpoetra_, 2018-01-10, 00:18, Mules sampek ngising-ngising po ,9.50779E+17, 9994ec8e687edf08, Tambaksari, Tambaksari Indonesia,112.7628331,-7.2532225,mules sampek ngising ngising po
@jsskaton, 2018-01-10, 19:26, Mencret. Padahal habis makan mahal. Sayang banget ,9.51068E+17, 1a29683becc7959b, Bekasi Timur, Bekasi Timur Indonesia,107.011006,-6.254411,mencret habis makan mahal sayang banget
@beribowo, 2018-01-10, 15:10, Alasan gak doyan kalau saya gampang mencret Pak tadinya doyan bgt tapi dulu pernah seminggu full makan Mie Instant 2bungkus + cabe 20+Lada 2sendok  Saus ABC 2 sachet+Bon cabe 1... dan kemudian Usus rusak dan sekalinya makan pedes perih  mencret ahh menyiksah ,9.51003E+17, 019ffe0a3471b036, Tanah Abang, Tanah Abang Indonesia,106.817736,-6.2016105,alas gak doyan gampang mencret doyan bgt minggu full makan mie instant bungkus cabe lada sendok saus abc sachetbon cabe usus rusak sekali makan pedes perih mencret ahh menyiksah
@brendaadel, 2018-01-10, 04:36, Abis sahur malah mules. Semogaaaa ga laper lagi,9.50844E+17, 2d46dbd9431c332e, Legok, Legok Indonesia,106.6043202,-6.292148,abis sahur mules semogaaaa ga laper
@KayuagungRadio, 2018-01-11, 09:11, #spo_beritabagus Cara Cepat Sembuhkan Diare -Ramuan Kunyit Madu -Pisang -Cuka Apel,9.51275E+17, d16052cf1200267a, Menteng, Menteng Indonesia,106.8421736,-6.190237,spoberitabagus cepat sembuh diare ramu kunyit madu pisang cuka apel
@errensylvianaa, 2018-01-11, 08:52, sakit perut mual pusing  pengen tidur aja ,9.51271E+17, eba0f2c360607091, Mulyorejo, Mulyorejo Indonesia,112.7901464,-7.270584,sakit perut mual pusing ken tidur aja
@R_LS16, 2018-01-11, 09:37, Mau kondangan nervesnya kaya mau ketemu gebetan. Masya Allah ngefeknya ke perut  bikin mules.,9.51282E+17, e74bd885caf587c3, Sempor, Sempor Indonesia,109.5230923,-7.560454,kondangan nervesnya kaya ketemu gebetan masya allah ngefeknya perut bikin mules
@arioastungkoro, 2018-01-11, 00:53, Abis itu masih sempet tiduran bentar di mobil  nonton The Greatest Showman  minum thai tea  pulangnya makan shabu2 yang porsinya ngalahin porsi petinju kelas berat. Awalnya kirain sakit perut gara2 kekenyangan  ga taunya itu awal dari terror #keracunanmakanan.,9.5115E+17, 8abebb7370b6cef9, Pancoran, Pancoran Indonesia,106.8490351,-6.256264,abis sempet tidur bentar mobil nonton the greatest showman minum thai tea pulang makan shabu porsi ngalahin porsi tinju kelas berat kirain sakit perut gara kenyang ga tau terror keracunanmakanan
@fathinarif, 2018-01-11, 09:21, Karena mules di pagi hari merupakan suatu proses yg alami,9.51278E+17, 55f62fa215b6bc23, Lengkong, Lengkong Indonesia,107.6263591,-6.9341678,mules pagi proses yg alami
@arioastungkoro, 2018-01-11, 01:00, Akhirnya gw minumin tolak angin karena gw super ngantuk dan mikirnya yg penting mualnya ga keterusan. Kan ngehe juga kalau mual dan diare tengah malem sampai ga bisa tidur. Mata  mulut sama lambung kadang kan ga sinkron yak. Kaga bisa kompromi satu sama lainnya. #keracunanmakanan,9.51152E+17, 8abebb7370b6cef9, Pancoran, Pancoran Indonesia,106.8490351,-6.256264,gw minumin tolak angin gw super ngantuk mikirnya yg mual ga terus ngehe mual diare malem ga tidur mata mulut lambung kadang ga sinkron yak kaga kompromi keracunanmakanan
@VBB_Jacatra, 2018-01-11, 13:58, Coba @OfficialPersika  abaikan pinangan GeeWe  berusahalah yg fair biarkan di GW fokus ke @Persija_Jkt jgn di recokin MULES gue liatnya,9.51348E+17, 93aa30b3e9be6b59, Cengkareng, Cengkareng Indonesia,106.7490441,-6.150752,coba officialpersika abai pinang geewe usaha yg fair biar gw fokus persijajkt jgn recokin mules gue liat
@p_bungaa, 2018-01-11, 22:11, Hih. Mules aku ,9.51472E+17, 422231aacfa106f0, Banguntapan, Banguntapan Indonesia,110.4167484,-7.8237344,hih mules
@drsnovita, 2018-01-11, 23:23, Kenapa perutku jadi mules gini yah?? ,9.5149E+17, 7ef3a5903e850b33, Merawang, Merawang Indonesia,106.0850889,-2.0200845,perut mules gin yah
@thiaa9341, 2018-01-11, 20:44, ampe sakit perut ketawa  berasa ngeliat member infinite lagi menghipnotis dirinya sendiri kkk,9.5145E+17, f57d760962aa72a0, Denpasar Selatan, Denpasar Selatan Indonesia,115.2257074,-8.7059682,ampe sakit perut ketawa asa ngeliat member infinite hipnotis kkk
@Arikebet54, 2018-01-11, 01:50, Weteng mules ga iso turu sodara-sodara.,9.51164E+17, 70e9459a0d086839, Dau, Dau Indonesia,112.5590927,-7.947944,weteng mules ga iso turu sodara sodara
@arioastungkoro, 2018-01-11, 01:25, Analisa dokter: gw kena diare akut. Penyebabnya karena salah makan. Kemungkinan besar karena gw makan sushi yang ga fresh. Gw nolak dicek darah karena males kena jarum suntik. Udah lemes gini masih aja mau disiksa  no way! Akhirnya gw minta pulang. #keracunanmakanan,9.51158E+17, 8abebb7370b6cef9, Pancoran, Pancoran Indonesia,106.8490351,-6.256264,analisa dokter gw kena diare akut sebab salah makan gw makan sushi ga fresh gw nolak cek darah males kena jarum suntik udah lemes gin aja siksa no way gw pulang keracunanmakanan
@RoySparringa, 2018-01-11, 09:54, Belum ada kajian beban ekonomi penyakit penting yg ditularkan melalui makanan. Misalnya Salmonella typhi penyebab demam tifoid merupakan penyakit umum dan belum mendapat perhatian serius. Bagaimana prevalensinya di Indonesia? Apakah Anda  teman dan keluarga pernah terinveksi? ,9.51286E+17, 2d46dbd9431c332e, Legok, Legok Indonesia,106.6043202,-6.292148,kaji beban ekonomi sakit yg tular makan salmonella typhi sebab demam tifoid sakit perhati serius prevalensi indonesia teman keluarga terinveksi
@passionjelly, 2018-01-11, 06:18, Dalam seminggu ini udah 3 kali makan ayam geprek  yg pastinya juga 3 kali pagi mules ga wajar. Tinggal nunggu tiba-tiba tumbang aja ini mah,9.51232E+17, 9cec2bf18aeefe8e, Sail, Sail Indonesia,101.4731316,0.4825065,minggu udah kali makan ayam geprek yg pasti kali pagi mules ga wajar tinggal nunggu tumbang aja mah
@UdinUnderscore, 2018-01-12, 06:49, Ada yg tau cara mengobati sakit perut   akibat terlalu banyak mengonsumsi cinta?  #morningvibes… https://www.instagram.com/p/Bd1AYhMn0X_/ ,9.51602E+17, e1efc63ca2c038b8, Citeureup, Citeureup Indonesia,106.8842536,-6.5444475,yg tau obat sakit perut akibat konsumsi cinta morningvibes
@ystputri, 2018-01-12, 07:05, Lagi penak penak e kok malah mules,9.51606E+17, 13e5e8a09a2558e4, Candisari, Candisari Indonesia,110.4308907,-7.016378,penak penak e mules
@rsazra, 2018-01-12, 10:47, Anak selalu merasa sakit perut yang kadang hilang timbul? Apa #KataDokter spesialis anak tentang hal tersebut ? Simak jawabannya disini : https://rsazra.co.id/rsazra/index.php/2018/01/12/sakit-perut-berulang-pada-anak/ …  @blogdokter @seputaranbgr #artikel #artikelkesehatan #anak #rsazra #rumahsakit #rumahsakitbogor #rumahsakitdibogor,9.51662E+17, 131a94429169cee5, Kota Bogor, Kota Bogor Jawa Barat,106.7929587,-6.5834135,anak sakit perut kadang hilang timbul katadokter spesialis anak simak jawab blogdokter seputaranbgr artikel artikelkesehatan anak rsazra rumahsakit rumahsakitbogor rumahsakitdibogor
@asaharesma, 2018-01-12, 12:24, Paling benci sama diare ,9.51686E+17, 70e9459a0d086839, Dau, Dau Indonesia,112.5590927,-7.947944,benci diare
@kikywindhika, 2018-01-12, 20:29, Diare sehari trus aq berasa kurusan dikit  lemas tak berdaya,9.51808E+17, c74f54395c58b4c8, Wonosari, Wonosari Indonesia,110.7404775,-7.627904,diare hari trus aq asa kurus dikit lemas daya
@Riyuhaa, 2018-01-12, 18:45, 1orang rumah diare pasti langsung ketularan  gk bisa makan enak dooong,9.51782E+17, a125f664faa740fa, Singosari, Singosari Indonesia,112.6308283,-7.851689,orang rumah diare langsung tular gk makan enak dooong
@ameliamarchy, 2018-01-12, 18:45, msh antri  lom masuk dah mules duluan. ini cuma periksa aja siy. ngilu gigi. g mau cabut dulu wa,9.51782E+17, cff50b63e58edff2, Pandaan, Pandaan Indonesia,112.7160835,-7.652653,msh antri lom masuk dah mules duluan periksa aja siy ngilu gigi g cabut wa
@GYPrasetya, 2018-01-12, 22:26, Aduh mules  pengen ber*k... ,9.51838E+17, 399e79a7f42048e2, Sawangan, Sawangan Indonesia,106.7636601,-6.3928945,aduh mules ken berk
@ikosihombing, 2018-01-12, 21:49, serasa sakit perut  tp gak mau BAB,9.51829E+17, 6e0f0a00ef60a2bf, Kalimantan Barat, Kalimantan Barat Indonesia,111.1098952,-0.47932985,serasa sakit perut tp gak bab
@inndabee, 2018-01-13, 18:57, Berawal dari pilek  batuk  demam  dan berujung mencret ,9.52148E+17, 4e9e8dce64faf25a, Padang Sidempuan Hutaimbaru, Padang Sidempuan Hutaimbaru Indonesia,99.24229176,1.328562,pilek batuk demam ujung mencret
@refannymn, 2018-01-13, 06:31, Mencret mulu.....,9.5196E+17, 0e960886390aa80d, Kramat Jati, Kramat Jati Indonesia,106.8705935,-6.275768,mencret mulu
@joulepakir, 2018-01-13, 05:10, Kelasnya batu kerikil mau di poles2 dan di gosok ampe mencret ya ttp batu kerikil...,9.51939E+17, 48f3a332643193ef, Magelang Utara, Magelang Utara Indonesia,110.2202591,-7.46148075,kelas batu kerikil poles gosok ampe mencret ya ttp batu kerikil
@amaliahanifa, 2018-01-13, 11:21, sakit perut hari pertama sungguhlah.......   rasa lapar saja sampai tydac terasa.,9.52033E+17, 64232e161006c91d, Wonocolo, Wonocolo Indonesia,112.7371972,-7.327304,sakit perut sungguh lapar tydac
@shalsamilen, 2018-01-13, 07:58, Mules lagi.... Mules lagi..,9.51982E+17, a30344e9b071a840, Tulungagung, Tulungagung Indonesia,111.8952782,-8.0754315,mules mules
@mizzNna, 2018-01-13, 00:21, dan perut uwe mules tiada henti  efek obat itu yang tak henti  sepertinya ku tak kan minum itu lagi di badanku ga bagus,9.51867E+17, 0363c91f8e3259e4, Jepara, Jepara Indonesia,110.6806185,-6.5806265,perut uwe mules tiada henti efek obat henti ku minum badan ga bagus
@oonelaf, 2018-01-13, 16:06, Dari pagi tuh sakit perut tapi maksa mau kerja di luar. Akhirnya sekarang kerja baru 2 jam dan baru kelar 2 dokumen udah pesen gocar pulang. Ga tahan sakit perutnya ㅠㅠ,9.52105E+17, 741a800e40e6f5e0, Duren Sawit, Duren Sawit Indonesia,106.9272917,-6.2391475,pagi tuh sakit perut maksa kerja kerja jam kelar dokumen udah sen gocar pulang ga tahan sakit perut
@adhitama_veri, 2018-01-13, 12:19, Aku  tekno mules ,9.52048E+17, 5b17a8832e2fe0d0, Seyegan, Seyegan Indonesia,110.2990433,-7.729444,tekno mules
@Sanela_Fadillah, 2018-01-13, 15:03, Abis makan makanan kucing jadi mules -_-,9.52089E+17, 9982e2946554cc04, Batu Ceper, Batu Ceper Indonesia,106.654243,-6.145593,abis makan makan kucing mules
@arieparikesit, 2018-01-13, 22:22, Enak dong kalau pengen mules ,9.52199E+17, fe6b60c154e3835d, Jawa Barat, Jawa Barat Indonesia,107.6038977,-6.867355,enak ken mules
@hansialfantini, 2018-01-13, 15:06, Sakit perut,9.5209E+17, c4397d8c10325af5, Kasihan, Kasihan Indonesia,110.3336193,-7.814739,sakit perut
@mnckdr, 2018-01-14, 11:38, BBD. Bangun bangun diare ,9.52399E+17, 6d6fa0d34437eff4, Palu Timur, Palu Timur Indonesia,119.9274881,-0.8720853,bbd bangun bangun diare
@dhiart, 2018-01-14, 11:18, Hahahahaha... jadi mules perut kebanyakan ketawa ada group lawak baru yg bener2 lucu...,9.52395E+17, 2d440aaf3cf96070, Kesambi, Kesambi Indonesia,108.5488052,-6.744106,hahahahaha mules perut banyak ketawa group lawak yg bener lucu
@hadipermadi99, 2018-01-14, 08:18, Anying th gs 2x ka cai masih kneh mules -__-,9.52349E+17, 9e8d3319a81065a6, Banjaran, Banjaran Indonesia,107.583686,-7.0757475,anying th gs x ka cai kneh mules
@NanangHaikal, 2018-01-14, 15:32," ""Diare"" kayanya udah template izin di setiap tempat kerja ya",9.52458E+17, 9131ec0f892bace2, Tegalrejo, Tegalrejo Indonesia,110.357316,-7.7794508,diare kaya udah template izin kerja ya
@IrmaaaPutri, 2018-01-14, 17:47, Definisi bahagia itu misalnya bisa makan pedes tanpa besoknya harus ngerasain sakit perut heuuuh,9.52492E+17, 86e049af454ce867, Kauman, Kauman Indonesia,111.4137921,-7.900986,definisi bahagia makan pedes besok ngerasain sakit perut heuuuh
@hajarkoeee, 2018-01-14, 17:43, belum jg apply  udah stres dan mules...,9.52491E+17, d452ddcad56e5767, Pare, Pare Indonesia,112.1911166,-7.7681925,jg apply udah stres mules
@mochijwoos, 2018-01-14, 21:53, DEK???????? Kakiku dingin semua?????? Tanganku gemeteran????? Aku ampe mules??????,9.52554E+17, 985d2f4ed1a2b7ef, Kalasan, Kalasan Indonesia,110.4663995,-7.7443825,dek kaki dingin tangan gemeteran ampe mules
@faridaaokta, 2018-01-14, 02:09, 02.08 perut mules tapi ga berani ke kamar mandi.,9.52256E+17, b02c1f786ae45a8c, Kota Yogyakarta, Kota Yogyakarta Yogyakarta,110.3744642,-7.80283725,perut mules ga berani kamar mandi
@ignatiusbanu, 2018-01-14, 06:43, yg lebih sakit dari diare itu susah BAB ,9.52325E+17, afd1ca7391d3edc9, Argomulyo, Argomulyo Indonesia,110.4962274,-7.3693395,yg sakit diare susah bab
@dilla_apriliaa, 2018-01-14, 05:34, Malesin bgt klo abis solat subuh trs perut mules. Yg ada diwc ngeden sambil merem -_______-,9.52308E+17, 31e4594e7a7e7e89, Pasar Rebo, Pasar Rebo Indonesia,106.8616602,-6.3283165,malesin bgt klo abis solat subuh trs perut mules yg diwc ngeden merem
@adysaml, 2018-01-14, 01:16, Tergabisa ga ngeluh kalo lagi sakit perut pas menstruasi ,9.52243E+17, 519d6f96b652629c, Ngamprah, Ngamprah Indonesia,107.5264865,-6.842106,tergabisa ga ngeluh kalo sakit perut pas menstruasi
@ledyanafitriani, 2018-01-14, 20:11, Mules ya Allah ,9.52528E+17, cf49b485a7021017, Medan Selayang, Medan Selayang Indonesia,98.63831563,3.56782945,mules ya allah
@nroshita, 2018-01-14, 18:45, ga tau lagi mau ngapain. mules kaga  begah  lapar kaga  ngantuk... hadeuh teu puguh lah..,9.52507E+17, f57d760962aa72a0, Denpasar Selatan, Denpasar Selatan Indonesia,115.2257074,-8.7059682,ga tau ngapain mules kaga begah lapar kaga ngantuk hadeuh teu puguh
@raniiDT, 2018-01-14, 20:01, AWAS NANTI SAKIT PERUT PAK,9.52526E+17, 7fabe8f1632e11f8, Sumbersari, Sumbersari Indonesia,113.7091648,-8.1802265,awas sakit perut
@amelinaanh, 2018-01-15, 21:15, Gue sakit perut kayknya bukann karna makanan di 27 karna gue pun jarang ke kantin,9.52907E+17, 5d1c8c8423e5fd0f, Kemayoran, Kemayoran Indonesia,106.8652285,-6.160423,gue sakit perut kayknya bukann karna makan karna gue jarang kantin
@_widyaannisaa, 2018-01-15, 20:32, Ini antara sakit perut karna pms atau karna makan chicken holic yang level sedang tapi bagiku pedas banget :'),9.52896E+17, 966210afcb797b90, Medan Kota, Medan Kota Indonesia,98.69103129,3.58810335,sakit perut karna pms karna makan chicken holic level bagi pedas banget
@irnanurh, 2018-01-15, 22:18, Suruh siapa engga beli makan nasi atau beli roti? Sakit perut aja nyalahin *Kalo perut bisa ngomong*,9.52923E+17, fe6b60c154e3835d, Jawa Barat, Jawa Barat Indonesia,107.6038977,-6.867355,suruh engga beli makan nasi beli roti sakit perut aja nyalahin kalo perut ngomong
@harukilogram, 2018-01-15, 02:08, mules wkwk,9.52618E+17, e92e3e37a0b9ffef, Laweyan, Laweyan Indonesia,110.7873042,-7.56175195,mules wkwk
@mehmet_wahid, 2018-01-15, 00:47, Sakit perut asli,9.52598E+17, 98f7d75fb2952075, Cipondoh, Cipondoh Indonesia,106.6759352,-6.2026825,sakit perut asli
@farikarhmn, 2018-01-15, 09:58, salah emang ngopi pagi pagi  bikin mules ,9.52737E+17, 3d48dc8085b11821, Genuk, Genuk Indonesia,110.4721548,-6.96426165,salah emang ngopi pagi pagi bikin mules
@nadayangrifqi, 2018-01-15, 08:57, Balik ke Jakarta dengan kondisi badan sakit. Diare  mual plus kembung. Huhuhuhu...,9.52721E+17, ac26e62c305026f8, Pakis, Pakis Indonesia,112.6952144,-7.9612845,jakarta kondisi badan sakit diare mual plus kembung huhuhuhu
@yusihamzah, 2018-01-15, 12:51, Mules itu bikin gaenak Aku jg pernah udh mau beranngkat tbtb mules akhirnya ngajar telat sejam dan gafokus,9.5278E+17, 4dc6647537a8d34c, Cibinong, Cibinong Indonesia,107.1891345,-7.30711,mules bikin gaenak jg udh beranngkat tbtb mules ngajar telat jam gafokus
@Apolinaris9, 2018-01-15, 09:19, Dok mau nanya   klo sakit perut cara mengatasinya gmn dok.  Tks,9.52727E+17, 7b6d4729251ea40b, Nusa Tenggara Timur, Nusa Tenggara Timur Indonesia,120.5980476,-8.5098945,dok nanya klo sakit perut atas gmn dok tks
@srii2390, 2018-01-15, 23:04, Senin. Tidak sarapan. Makan siang super telat. Pulang kantor jam 5 lewat. Makan malam jam 9. Makan camilan porsi gede. Akhirnya jam segini mules!!,9.52935E+17, e59602693944b2e5, Mamuju, Mamuju Indonesia,118.9209481,-2.70403785,senin sarap makan siang super telat pulang kantor jam makan malam jam makan camil porsi gede jam gin mules
